"","Date","Tree.ID","VWC_mean","Time","Table","Row","Sensortype","Treatment","Tree.Species","Remarks","Date2","Type","REW"
"2306",2023-07-24,"T21",19.82,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.347483192560564
"2307",2023-07-24,"T25",38.1466666666667,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.66878534404021
"2308",2023-07-24,"T28",17.8466666666667,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.312886816846495
"2309",2023-07-24,"T29",38.2266666666667,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.670187899812402
"2310",2023-07-24,"T3",48.28,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.846442408517861
"2311",2023-07-24,"T31",22.5,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.394468810928995
"2312",2023-07-24,"T33",38.36,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.672525492766056
"2313",2023-07-24,"T4",19.2666666666667,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.337782181802902
"2314",2023-07-24,"T42",18.8133333333333,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.329834365760481
"2315",2023-07-24,"T43",22.5066666666667,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.394585690576678
"2316",2023-07-24,"T44",18.08,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.316977604515388
"2317",2023-07-24,"T45",16.3666666666667,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.286939535060943
"2318",2023-07-24,"T5",18.2533333333333,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.320016475355137
"2319",2023-07-24,"T6",15.7266666666667,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.275719088883407
"2320",2023-07-24,"T9",40.24,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.705485553412567
"2321",2023-07-25,"B1",10.7,"12:47",2,"R7","C","D","European Beech","","25.07.","Measure",0.187591834530678
"2322",2023-07-25,"B13",42.1,"8:54",1,"R2","B","W","European Beech","","25.07.","Measure",0.738094975116031
"2323",2023-07-25,"B15",17.2666666666667,"8:36",1,"R1","B","D","European Beech","","25.07.","Measure",0.302718287498103
"2324",2023-07-25,"B17",43.3333333333333,"9:00",1,"R2","B","W","European Beech","","25.07.","Measure",0.759717709937324
"2325",2023-07-25,"B2",45.2333333333333,"9:16",1,"R3","B","W","European Beech","","25.07.","Measure",0.793028409526883
"2326",2023-07-25,"B23",42.2666666666667,"13:13",2,"R8","B","W","European Beech","","25.07.","Measure",0.741016966308097
"2327",2023-07-25,"B24",8.66666666666667,"9:20",1,"R3","B","D","European Beech","","25.07.","Measure",0.151943541987465
"2328",2023-07-25,"B26",15.5333333333333,"11:21",2,"R6","B","D","European Beech","","25.07.","Measure",0.27232957910061
"2329",2023-07-25,"B27",18.9333333333333,"8:27",1,"R1","C","D","European Beech","","25.07.","Measure",0.331938199418769
"2330",2023-07-25,"B3",37.3333333333333,"9:31",1,"R4","B","W","European Beech","","25.07.","Measure",0.654526027022925
"2331",2023-07-25,"B30",38.6333333333333,"12:48",2,"R7","B","W","European Beech","","25.07.","Measure",0.677317558321045
"2332",2023-07-25,"B31",37.7,"12:42",2,"R7","C","W","European Beech","","25.07.","Measure",0.660954407645472
"2333",2023-07-25,"B34",43.2666666666667,"12:51",2,"R7","B","W","European Beech","","25.07.","Measure",0.758548913460497
"2334",2023-07-25,"B35",13.4,"9:35",1,"R4","B","D","European Beech","","25.07.","Measure",0.234928091842157
"2335",2023-07-25,"B37",14.5666666666667,"11:16",2,"R6","C","D","European Beech","","25.07.","Measure",0.255382030186623
"2336",2023-07-25,"B38",10.9,"11:09",2,"R6","B","D","European Beech","","25.07.","Measure",0.191098223961158
"2337",2023-07-25,"B4",12.4666666666667,"8:29",1,"R1","B","D","European Beech","","25.07.","Measure",0.218564941166584
"2338",2023-07-25,"B40",10.6666666666667,"11:01",2,"R5","B","D","European Beech","","25.07.","Measure",0.187007436292264
"2339",2023-07-25,"B43",34.7666666666667,"13:05",2,"R8","B","W","European Beech","","25.07.","Measure",0.609527362665099
"2340",2023-07-25,"B44",43.8666666666667,"8:42",1,"R1","A","W","European Beech","","25.07.","Measure",0.769068081751937
"2341",2023-07-25,"D10",11.2333333333333,"13:08",2,"R8","D","D","Douglas Fir","","25.07.","Measure",0.196942206345291
"2342",2023-07-25,"D15",26.3333333333333,"13:00",2,"R8","B","W","Douglas Fir","","25.07.","Measure",0.461674608346528
"2343",2023-07-25,"D18",41.2333333333333,"9:03",1,"R2","C","W","Douglas Fir","","25.07.","Measure",0.722900620917284
"2344",2023-07-25,"D19",9.73333333333333,"10:48",2,"R5","C","D","Douglas Fir","","25.07.","Measure",0.170644285616691
"2345",2023-07-25,"D21",9.9,"8:32",1,"R1","B","D","Douglas Fir","","25.07.","Measure",0.173566276808758
"2346",2023-07-25,"D25",44.9333333333333,"11:15",2,"R6","C","W","Douglas Fir","","25.07.","Measure",0.787768825381164
"2347",2023-07-25,"D28",41.5333333333333,"11:23",2,"R6","B","W","Douglas Fir","","25.07.","Measure",0.728160205063004
"2348",2023-07-25,"D3",28.1333333333333,"9:40",1,"R4","C","W","Douglas Fir","","25.07.","Measure",0.493232113220847
"2349",2023-07-25,"D31",14.8333333333333,"9:17",1,"R3","C","D","Douglas Fir","","25.07.","Measure",0.26005721609393
"2350",2023-07-25,"D33",12.3,"13:11",2,"R8","D","D","Douglas Fir","","25.07.","Measure",0.215642949974517
"2351",2023-07-25,"D35",8.83333333333333,"13:14",2,"R8","B","D","Douglas Fir","","25.07.","Measure",0.154865533179531
"2352",2023-07-25,"D39",24.7666666666667,"8:57",1,"R2","B","W","Douglas Fir","","25.07.","Measure",0.434207891141101
"2353",2023-07-25,"D4",36.8,"9:14",1,"R3","C","W","Douglas Fir","","25.07.","Measure",0.645175655208312
"2354",2023-07-25,"D40",7.36666666666667,"12:43",2,"R7","B","D","Douglas Fir","","25.07.","Measure",0.129152010689345
"2355",2023-07-25,"D41",11.9333333333333,"8:50",1,"R2","D","D","Douglas Fir","","25.07.","Measure",0.209214569351971
"2356",2023-07-25,"D42",28.7666666666667,"10:56",2,"R5","B","W","Douglas Fir","","25.07.","Measure",0.5043356797507
"2357",2023-07-25,"D43",15.0333333333333,"8:40",1,"R1","C","D","Douglas Fir","","25.07.","Measure",0.26356360552441
"2358",2023-07-25,"D45",25.3,"11:12",2,"R6","D","W","Douglas Fir","","25.07.","Measure",0.443558262955714
"2359",2023-07-25,"D7",10.7333333333333,"8:52",1,"R2","A","D","Douglas Fir","","25.07.","Measure",0.188176232769091
"2360",2023-07-25,"D9",38.9,"9:11",1,"R3","D","W","Douglas Fir","","25.07.","Measure",0.681992744228351
"2361",2023-07-25,"E1",6.93333333333333,"8:56",1,"R2","C","D","Pedunculate Oak","","25.07.","Measure",0.121554833589972
"2362",2023-07-25,"E12",8.23333333333333,"9:12",1,"R3","B","D","Pedunculate Oak","","25.07.","Measure",0.144346364888092
"2363",2023-07-25,"E13",40.6,"11:08",2,"R6","B","W","Pedunculate Oak","","25.07.","Measure",0.711797054387431
"2364",2023-07-25,"E14",7.7,"12:49",2,"R7","C","D","Pedunculate Oak","","25.07.","Measure",0.134995993073478
"2365",2023-07-25,"E15",25.2666666666667,"13:10",2,"R8","A","W","Pedunculate Oak","","25.07.","Measure",0.442973864717301
"2366",2023-07-25,"E19",8.5,"10:45",2,"R5","Not indicated","D","Pedunculate Oak","","25.07.","Measure",0.149021550795398
"2367",2023-07-25,"E20",7.66666666666667,"13:06",2,"R8","B","D","Pedunculate Oak","","25.07.","Measure",0.134411594835065
"2368",2023-07-25,"E22",46,"8:34",1,"R1","B","W","Pedunculate Oak","","25.07.","Measure",0.80646956901039
"2369",2023-07-25,"E25",8.66666666666667,"10:57",2,"R5","C","D","Pedunculate Oak","","25.07.","Measure",0.151943541987465
"2370",2023-07-25,"E29",7.23333333333333,"9:41",1,"R4","C","D","Pedunculate Oak","","25.07.","Measure",0.126814417735692
"2371",2023-07-25,"E3",23.1,"10:52",2,"R5","C","W","Pedunculate Oak","","25.07.","Measure",0.404987979220435
"2372",2023-07-25,"E30",37.9333333333333,"9:19",1,"R3","B","W","Pedunculate Oak","","25.07.","Measure",0.665045195314365
"2373",2023-07-25,"E34",35.8666666666667,"8:51",1,"R2","D","W","Pedunculate Oak","","25.07.","Measure",0.628812504532739
"2374",2023-07-25,"E35",8.83333333333333,"9:09",1,"R3","B","D","Pedunculate Oak","","25.07.","Measure",0.154865533179531
"2375",2023-07-25,"E37",33.7666666666667,"12:55",2,"R7","B","W","Pedunculate Oak","","25.07.","Measure",0.591995415512699
"2376",2023-07-25,"E40",8.1,"9:38",1,"R4","B","D","Pedunculate Oak","","25.07.","Measure",0.142008771934438
"2377",2023-07-25,"E45",5,"11:24",2,"R6","B","D","Pedunculate Oak","","25.07.","Measure",0.0876597357619989
"2378",2023-07-25,"E5",32.2333333333333,"9:21",1,"R3","B","W","Pedunculate Oak","","25.07.","Measure",0.565113096545686
"2379",2023-07-25,"E51",16.8,"12:45",2,"R7","B","W","Pedunculate Oak","","25.07.","Measure",0.294536712160316
"2380",2023-07-25,"E6",24.4333333333333,"9:34",1,"R4","B","W","Pedunculate Oak","","25.07.","Measure",0.428363908756968
"2381",2023-07-25,"T1",33.6,"13:07",2,"R8","B","W","White Fir","","25.07.","Measure",0.589073424320633
"2382",2023-07-25,"T10",36.5,"9:43",1,"R4","Not indicated","W","White Fir","","25.07.","Measure",0.639916071062592
"2383",2023-07-25,"T11",45.3666666666667,"8:39",1,"R1","C","W","White Fir","","25.07.","Measure",0.795366002480537
"2384",2023-07-25,"T14",39.0666666666667,"8:28",1,"R1","A","W","White Fir","","25.07.","Measure",0.684914735420418
"2385",2023-07-25,"T2",39.3333333333333,"9:37",1,"R4","B","W","White Fir","","25.07.","Measure",0.689589921327725
"2386",2023-07-25,"T21",19.2333333333333,"11:13",2,"R6","C","D","White Fir","","25.07.","Measure",0.337197783564489
"2387",2023-07-25,"T25",38.1666666666667,"10:35",2,"R5","B","W","White Fir","","25.07.","Measure",0.669135982983258
"2388",2023-07-25,"T28",17.2666666666667,"9:15",1,"R3","B","D","White Fir","","25.07.","Measure",0.302718287498103
"2389",2023-07-25,"T29",38.1666666666667,"10:47",2,"R5","C","W","White Fir","","25.07.","Measure",0.669135982983258
"2390",2023-07-25,"T3",48.4666666666667,"8:31",1,"R1","A","W","White Fir","","25.07.","Measure",0.849715038652976
"2391",2023-07-25,"T31",21.9333333333333,"9:29",1,"R4","B","D","White Fir","","25.07.","Measure",0.384534040875969
"2392",2023-07-25,"T33",38.5666666666667,"10:59",2,"R5","C","W","White Fir","","25.07.","Measure",0.676148761844218
"2393",2023-07-25,"T4",18.8333333333333,"9:01",1,"R2","B","D","White Fir","","25.07.","Measure",0.330185004703529
"2394",2023-07-25,"T42",18.2333333333333,"12:56",2,"R7","A","D","White Fir","","25.07.","Measure",0.319665836412089
"2395",2023-07-25,"T43",21.9666666666667,"9:32",1,"R4","A","D","White Fir","","25.07.","Measure",0.385118439114382
"2396",2023-07-25,"T44",17.5666666666667,"12:53",2,"R7","B","D","White Fir","","25.07.","Measure",0.307977871643823
"2397",2023-07-25,"T45",15.7,"10:55",2,"R5","B","D","White Fir","","25.07.","Measure",0.275251570292677
"2398",2023-07-25,"T5",17.7333333333333,"8:59",1,"R2","B","D","White Fir","","25.07.","Measure",0.310899862835889
"2399",2023-07-25,"T6",15.2333333333333,"13:01",2,"R8","C","D","White Fir","","25.07.","Measure",0.26706999495489
"2400",2023-07-25,"T9",40.4333333333333,"11:20",2,"R6","B","W","White Fir","","25.07.","Measure",0.708875063195365
"2401",2023-07-26,"B1",9.28666666666667,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.162813349221953
"2402",2023-07-26,"B13",40.9066666666667,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.717173518180834
"2403",2023-07-26,"B15",16.1066666666667,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.282381228801319
"2404",2023-07-26,"B17",42.4,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.743354559261751
"2405",2023-07-26,"B2",45.23,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.792969969703042
"2406",2023-07-26,"B23",41.6933333333333,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.730965316607388
"2407",2023-07-26,"B24",8.5,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.149021550795398
"2408",2023-07-26,"B26",14.5666666666667,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.255382030186623
"2409",2023-07-26,"B27",18.06,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.31662696557234
"2410",2023-07-26,"B3",36.82,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.64552629415136
"2411",2023-07-26,"B30",37.7333333333333,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.661538805883885
"2412",2023-07-26,"B31",37.5533333333333,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.658383055396453
"2413",2023-07-26,"B34",42.2866666666667,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.741367605251145
"2414",2023-07-26,"B35",13.1533333333333,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.230603544877898
"2415",2023-07-26,"B37",13.72,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.240538314930925
"2416",2023-07-26,"B38",10,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.175319471523998
"2417",2023-07-26,"B4",11.6266666666667,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.203838105558568
"2418",2023-07-26,"B40",9.93333333333333,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.174150675047171
"2419",2023-07-26,"B43",33.98,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.595735564238545
"2420",2023-07-26,"B44",43.5333333333333,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.763224099367804
"2421",2023-07-26,"D10",10.4066666666667,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.18244913003264
"2422",2023-07-26,"D15",25.5866666666667,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.448584087806069
"2423",2023-07-26,"D18",41.07,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.720037069549059
"2424",2023-07-26,"D19",8.76666666666667,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.153696736702705
"2425",2023-07-26,"D21",9.06,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.158839441200742
"2426",2023-07-26,"D25",44.2,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.77491206413607
"2427",2023-07-26,"D28",41.08,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.720212389020583
"2428",2023-07-26,"D3",27.42,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.480725990918802
"2429",2023-07-26,"D31",14.44,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.253161316880653
"2430",2023-07-26,"D33",10.8733333333333,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.190630705370427
"2431",2023-07-26,"D35",7.92,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.138853021447006
"2432",2023-07-26,"D39",24.1333333333333,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.423104324611248
"2433",2023-07-26,"D4",36.3266666666667,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.636877200222843
"2434",2023-07-26,"D40",6.58666666666667,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.115477091910473
"2435",2023-07-26,"D41",11.3066666666667,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.1982278824698
"2436",2023-07-26,"D42",28.66,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.502465605387778
"2437",2023-07-26,"D43",13.7333333333333,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.24077207422629
"2438",2023-07-26,"D45",25.0333333333333,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.438883077048408
"2439",2023-07-26,"D7",9.98,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.17496883258095
"2440",2023-07-26,"D9",38.3866666666667,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.672993011356786
"2441",2023-07-26,"E1",5.97333333333333,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.104724164323668
"2442",2023-07-26,"E12",6.99333333333333,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.122606750419116
"2443",2023-07-26,"E13",40.0266666666667,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.701745404686722
"2444",2023-07-26,"E14",6.8,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.119217240636319
"2445",2023-07-26,"E15",24.3266666666667,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.426493834394045
"2446",2023-07-26,"E19",7.77333333333333,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.136281669197988
"2447",2023-07-26,"E20",7.20666666666667,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.126346899144961
"2448",2023-07-26,"E22",45.0933333333333,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.790573936925547
"2449",2023-07-26,"E25",8.48,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.14867091185235
"2450",2023-07-26,"E29",5.98,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.104841043971351
"2451",2023-07-26,"E3",22.76,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.399027117188619
"2452",2023-07-26,"E30",35.2933333333333,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.61876085483203
"2453",2023-07-26,"E34",34.64,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.607306649359128
"2454",2023-07-26,"E35",7.93333333333333,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.139086780742372
"2455",2023-07-26,"E37",32.6733333333333,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.572827153292742
"2456",2023-07-26,"E40",7.57333333333333,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.132775279767508
"2457",2023-07-26,"E45",4.92666666666667,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.0863740596374896
"2458",2023-07-26,"E5",31.08,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.544892917496585
"2459",2023-07-26,"E51",15.76,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.276303487121821
"2460",2023-07-26,"E6",24.2,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.424273121088075
"2461",2023-07-26,"T1",33.3866666666667,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.585333275594787
"2462",2023-07-26,"T10",36.3133333333333,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.636643440927477
"2463",2023-07-26,"T11",44.7066666666667,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.783794917359953
"2464",2023-07-26,"T14",38.5733333333333,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.676265641491901
"2465",2023-07-26,"T2",39.04,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.684447216829687
"2466",2023-07-26,"T21",18.5333333333333,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.324925420557809
"2467",2023-07-26,"T25",38.1933333333333,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.669603501573989
"2468",2023-07-26,"T28",16.2,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.284017543868876
"2469",2023-07-26,"T29",37.8933333333333,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.664343917428269
"2470",2023-07-26,"T3",47.84,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.838728351770806
"2471",2023-07-26,"T31",21.68,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.380092614264027
"2472",2023-07-26,"T33",38.52,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.67533060431044
"2473",2023-07-26,"T4",17.8266666666667,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.312536177903447
"2474",2023-07-26,"T42",17.5666666666667,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.307977871643823
"2475",2023-07-26,"T43",21.16,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.370976001744779
"2476",2023-07-26,"T44",16.7933333333333,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.294419832512634
"2477",2023-07-26,"T45",15.3733333333333,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.269524467556226
"2478",2023-07-26,"T5",17.44,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.305757158337852
"2479",2023-07-26,"T6",14.5,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.254213233709797
"2480",2023-07-26,"T9",40.0133333333333,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.701511645391357
"2481",2023-07-27,"B1",7.87333333333333,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.138034863913228
"2482",2023-07-27,"B13",39.7133333333333,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.696252061245637
"2483",2023-07-27,"B15",14.9466666666667,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.262044170104535
"2484",2023-07-27,"B17",41.4666666666667,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.726991408586178
"2485",2023-07-27,"B2",45.2266666666667,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.792911529879201
"2486",2023-07-27,"B23",41.12,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.720913666906679
"2487",2023-07-27,"B24",8.33333333333333,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.146099559603332
"2488",2023-07-27,"B26",13.6,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.238434481272637
"2489",2023-07-27,"B27",17.1866666666667,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.301315731725911
"2490",2023-07-27,"B3",36.3066666666667,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.636526561279795
"2491",2023-07-27,"B30",36.8333333333333,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.645760053446725
"2492",2023-07-27,"B31",37.4066666666667,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.655811703147434
"2493",2023-07-27,"B34",41.3066666666667,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.724186297041794
"2494",2023-07-27,"B35",12.9066666666667,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.22627899791364
"2495",2023-07-27,"B37",12.8733333333333,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.225694599675226
"2496",2023-07-27,"B38",9.1,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.159540719086838
"2497",2023-07-27,"B4",10.7866666666667,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.189111269950552
"2498",2023-07-27,"B40",9.2,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.161293913802078
"2499",2023-07-27,"B43",33.1933333333333,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.58194376581199
"2500",2023-07-27,"B44",43.2,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.75738011698367
"2501",2023-07-27,"D10",9.58,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.16795605371999
"2502",2023-07-27,"D15",24.84,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.435493567265611
"2503",2023-07-27,"D18",40.9066666666667,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.717173518180834
"2504",2023-07-27,"D19",7.8,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.136749187788718
"2505",2023-07-27,"D21",8.22,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.144112605592726
"2506",2023-07-27,"D25",43.4666666666667,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.762055302890977
"2507",2023-07-27,"D28",40.6266666666667,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.712264572978162
"2508",2023-07-27,"D3",26.7066666666667,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.468219868616757
"2509",2023-07-27,"D31",14.0466666666667,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.246265417667376
"2510",2023-07-27,"D33",9.44666666666667,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.165618460766337
"2511",2023-07-27,"D35",7.00666666666667,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.122840509714481
"2512",2023-07-27,"D39",23.5,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.412000758081395
"2513",2023-07-27,"D4",35.8533333333333,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.628578745237373
"2514",2023-07-27,"D40",5.80666666666667,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.101802173131601
"2515",2023-07-27,"D41",10.68,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.18724119558763
"2516",2023-07-27,"D42",28.5533333333333,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.500595531024855
"2517",2023-07-27,"D43",12.4333333333333,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.217980542928171
"2518",2023-07-27,"D45",24.7666666666667,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.434207891141101
"2519",2023-07-27,"D7",9.22666666666667,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.161761432392809
"2520",2023-07-27,"D9",37.8733333333333,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.663993278485221
"2521",2023-07-27,"E1",5.01333333333333,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.0878934950573642
"2522",2023-07-27,"E12",5.75333333333333,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.10086713595014
"2523",2023-07-27,"E13",39.4533333333333,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.691693754986013
"2524",2023-07-27,"E14",5.9,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.103438488199159
"2525",2023-07-27,"E15",23.3866666666667,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.41001380407079
"2526",2023-07-27,"E19",7.04666666666667,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.123541787600577
"2527",2023-07-27,"E20",6.74666666666667,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.118282203454857
"2528",2023-07-27,"E22",44.1866666666667,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.774678304840705
"2529",2023-07-27,"E25",8.29333333333333,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.145398281717236
"2530",2023-07-27,"E29",4.72666666666667,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.0828676702070096
"2531",2023-07-27,"E3",22.42,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.393066255156803
"2532",2023-07-27,"E30",32.6533333333333,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.572476514349694
"2533",2023-07-27,"E34",33.4133333333333,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.585800794185518
